Text,Sentiment
“ usuario usuario el otro dia me y no me te de mi ” “ usuario usuario usuario y no de mi,positive
a por las dos en madrid con en madrid,positive
no os en el el nuevo `` la fiesta del `` aqui el y la tan en el el nuevo y la,positive
otro sobre la linea a a en el mas usuario la linea en el,positive
en la de y amigo de rubalcaba y en la de rubalcaba,positive
me dia el menos,positive
os a en sobre proyecto de ley contra el en usuario contra el en usuario,positive
muy buenas noches followercetes muy buenas buenas noches noches followercetes,positive
para los por este articulo la pena,positive
no te “ usuario usuario lo o no lo “ usuario usuario usuario no lo,positive
que buenos los de esta con su de cafe,positive
usuario su presencia en las y en las,positive
pero a usuario ya a salir vez a usuario,positive
hoy me lo he en usuario lo he en usuario,positive
“ usuario acabo de ver algunas que brillante brillante gran gracias “ usuario acabo de,positive
de usuario con la del nuevo gobierno a partir de las y las de usuario usuario con con la a partir partir de de las,positive
hoy a lusuario que una mas al les mando un abrazo felicidades mando un un abrazo,positive
en un libro para la a la en un a la,positive
os dejo tengo a mi por aqui de paseo jeje y hoy el presidente de de a os dejo a mi el presidente,positive
el de españoles que estamos con la constitucion ante d uno y otro que con insultos el de con la la constitucion,positive
ya en el para en madrid al entradas ya en en el en madrid,positive
muy recomendable la politica de usuario sobre las del viernes muy recomendable de usuario,positive
a que grande,positive
el psoe la presencia en el congreso de y ante la reforma laboral el psoe en el el congreso la reforma reforma laboral,positive
creo que el esta noche pero hay en el partido en creo que que el esta noche en el,positive
en el mejor de malaga en el el mejor de malaga,positive
hace el pp me por que su era iu le ahora el pp,positive
vacio,positive
hoy en usuario usuario rajoy nos vamos a hoy en en usuario usuario usuario vamos a,positive
el ministro de hombre de `` '' por su por toda la el ministro de `` toda la,positive
proyecto y partido via usuario via usuario,positive
“ hay vida en los '' analisis recomendable de en los,positive
yo “ usuario me para me ayuda ” “ usuario usuario me,positive
todos tener nuestro `` '' articulo de,positive
`` que en por cada '' que en,positive
que amaiur y y tener lo del congreso y es del congreso,positive
mañana h d a la d la linea d d la numero millones d la d a la d la la linea d la d la,positive
del rey con otro y de nuevo un viva el rey que no ha de nuevo que no,positive
de la obra `` o como sin en el '' de la en el,positive
todo para el gran espectaculo el el va a vida sevillahoy va a,positive
“ usuario usuario si un como ” con un para por supuesto “ usuario usuario usuario por supuesto,positive
que de en en toda la y no es nadie del gobierno toda la y no no es del gobierno,positive
rt usuario y la para una de cancer via usuario rt usuario via usuario,positive
de y en malaga una aqui,positive
buenos dias espero que esta noche la pena buenos dias espero que que esta esta noche,positive
el congreso a usuario el congreso,positive
mi abrazo y toda la fuerza para usuario toda la para usuario,positive
“ usuario usuario que en y me con mi ” gran “ usuario usuario usuario con mi,positive
es mas me a de twitter gracias por y por de mi y una de esto gracias por de mi,positive
usuario y no,positive
ya le toca al a su sueño,positive
usuario mas mas se el gran sera otro de del pp,positive
el usuario a javier arenas como a la junta vamos usuario ahora andalucia el usuario a la la junta,positive
usuario la ley d y buen gobierno y la ley de y d en andalucia la ley y la la ley ley de,positive
en año usuario usuario usuario gracias usuario usuario usuario usuario usuario usuario gracias,positive
“ usuario usuario un saludo desde vida ” vida “ usuario usuario usuario usuario un un saludo,positive
usuario `` tenemos a seguir y malaga usuario ``,positive
en mi lo mas que nadie y lo hace tiempo pero nadie que este,positive
visto usuario acabo de que el de en el en acabo de el de,positive
si estoy “ usuario nos nuestro de que ha una visita a el de “ usuario que ha el de,positive
ya somos dos rt usuario tras un dia ya somos rt usuario un dia,positive
jeje eso es bueno usuario usuario me has de ” eso es usuario usuario usuario me,positive
que el de los al “ usuario ya lo he por si no has visto de los “ usuario ya lo lo he,positive
que amaiur este haciendo en el congreso y rajoy y el pp es un sobre en el el congreso y el el pp,positive
hay que una con se entradas al al y al hay que,positive
uno de los del su para no perder la del via usuario de los via usuario,positive
se y menos del todos los dias de mi vida la primera es genial buen todos los de mi la primera,positive
twitter ya con mas de de criterio y buen que adoro,positive
“ usuario en el de esta noche de los en madrid te ha ” la “ usuario usuario en en el esta noche noche de de los en madrid,positive
de sobre y via usuario usuario via usuario usuario usuario,positive
gracias por la “ usuario usuario usuario el primer naufragio genial te lo recomiendo gracias por por la “ usuario usuario usuario usuario usuario usuario el el primer primer naufragio,positive
de empleo hay `` el gobierno en su a españa de la crisis '' congreso el gobierno a españa de la la crisis '' congreso,positive
les “ usuario ver la de mi familia cuando mi regalo de navidad '' '' usuario ” “ usuario de mi '' usuario,positive
el del de el de se,positive
la `` las se entre todos los españoles con a sus sin ni '' todos los los españoles,positive
los de la una para no perder de la,positive
en fiesta,positive
a usuario,positive
un en la buen criterio rt usuario el gobierno los en la rt usuario usuario el el gobierno,positive
el mejor espectaculo en que he visto en el mejor he visto,positive
gracias rt usuario usuario que ya lo estamos a desde gracias rt rt usuario usuario usuario ya lo,positive
la reforma laboral del gobierno el dia en que el da al psoe creo que si la reforma reforma laboral del gobierno el dia que el creo que,positive
la que algunos que trabajo y del al tiempo,positive
usuario `` no ni un solo que se sin la de los de la junta de andalucia `` usuario `` que se de los de la la junta,positive
“ usuario usuario desde chile ” “ usuario usuario usuario,positive
rt usuario usuario su articulo me ha y mi paseo d la mañana su libro rt usuario usuario usuario me ha d la,positive
gracias a ti por tan rt usuario usuario gracias gracias a a ti rt usuario usuario usuario usuario gracias,positive
de la verdad es que y a la vez la verdad a la,positive
`` usuario una con e de gracias usuario e `` usuario,positive
vacio,positive
en el de son el gran en el,positive
muy bien al no al `` se por los franceses '' `` para '' que el de se lo de muy bien que el,positive
muy bueno rt usuario usuario buenas rt gracias tercer rt usuario usuario usuario usuario buenas,positive
usuario muy buen articulo si,positive
las se primer premio entradas premio entradas y tercer premio entradas premio entradas premio entradas premio entradas,positive
y parece que al fin el ave al que nos han a de una desde el que se se parece que desde el el que que se,positive
la victoria al n de la via usuario malaga de la via usuario,positive
que me he al a la ciudad que me a la la ciudad,positive
rt usuario hoy dia contra el cancer que es una de todos para rt usuario usuario hoy contra el es una de todos,positive
gracias a ti rt usuario usuario gracias gracias a a ti ti rt rt usuario usuario usuario usuario gracias,positive
me gusta la del gobierno que ha hoy usuario me gusta mucho me gusta del gobierno que ha usuario me me gusta,positive
pp `` estoy de que al final de la todos los españoles menos '' congreso al final de la todos los los españoles '' congreso,positive
he visto algunas en gran del a las que no rt usuario he visto a las que no rt usuario,positive
usuario buenos dias y buena semana desde el sueño gracias usuario buenos buenos dias desde el,positive
yo tengo el ya la “ usuario a el blog estoy “ usuario,positive
el cambio arenas la politica de apoyo a las en el usuario a las en el,positive
una para usuario a o con gracias para usuario,positive
la buena del dia se d el de españa en el la del ave a la la buena del dia en el a la,positive
felicidades rt usuario hoy a lusuario de todo el mundo porque gracias a rt usuario usuario hoy el mundo gracias a,positive
la a,positive
fuerza rt usuario y un programa de reformas para rt usuario y un programa de,positive
a mejor “ usuario que os parece mi de “ usuario usuario que que os,positive
para la dar millones en a las a partir de a las a partir partir de,positive
trabajando para elcambioandaluz partido de malaga de malaga,positive
el camino menos mas,positive
la de en las de va a a la usuario usuario en las va a a la usuario usuario,positive
por a mi madre su el era un a mi,positive
y a ti rt usuario a ti rt usuario que gente mas hay en el mundo y a a ti ti rt rt usuario a ti ti rt rt usuario usuario que en el el mundo,positive
una de un buen muchas y un rubalcaba quiere el psoe para y un el psoe,positive
el presidente del congreso la de al marco de se han iu y amaiur el presidente presidente del del congreso,positive
el de usuario para ti que se que te estas usuario de usuario que se que te,positive
la a no con la de la via usuario con la de la via usuario,positive
`` todas las sus de '' me gusta que un gobierno que todas las me gusta,positive
a por usuario buenos dias por usuario usuario buenos buenos dias,positive
a las mi primera en en twitter si el a las,positive
me eres una gran gracias por el cariño y si si cont gracias por por el,positive
`` la sera de cada y vamos a la '' usuario elcambioandaluz vamos a '' usuario,positive
`` tu '' ayuda y a los de sevillahoy a los,positive
la buena de del la de hay y el las de rajoy la buena y el de rajoy,positive
trabajando con en el nuevo nos desde los años en el el nuevo,positive
que los del primer juego y no fue completamente a chloe con pricefield sin se una para esto que no tiene sentido con la historia chloe termina con max no con que el si mal que una normal esto que max sus poderes que no tiene sentido los a usar de lo que con arcadia bay decknine se de mas de la mitad del fandom de life is strange en y dontnod la o que lo que con la franquicia no puedo que no otra que el juego en total el juego es peor de lo que imagine el final no tiene sentido este juego todo lo que hizo bueno al primer life is strange pero sin por que lo hizo bueno es como de una pelicula de a una pelicula de se como una de respeto al juego original un total primer juego y no a chloe que no no tiene tiene sentido con la la historia que max sus poderes que no no tiene tiene sentido a usar de lo lo que arcadia bay mas de de la la mitad de life life is is strange lo que con la que no el juego el juego de lo lo que el final no tiene tiene sentido este juego todo lo lo que life is is strange una pelicula una pelicula juego original,negative
como un de la de lis completamente de esta secuela al juego original creo que hay que con mas todo lo que esta mal con este juego pero en personajes mal de la historia original y las decisiones que a lo del juego me con la idea de que es un fanfiction y que esto de la juego original creo que todo lo lo que este juego de la la historia las decisiones del juego con la es un y que,negative
me un juego que a las decisiones y la historia principal de lis pero me con que primero que todo no respeto por los especialmente el de bae y completamente a los personajes mas del juego original max y chloe especialmente a chloe decisiones que no nada que con su en la historia en si super bien de e pero termina de forma super y y de lo que fue el primer juego especialmente en la de del `` '' time '' '' creo que el final es lo mas que he y mucho que para un juego para el se de la misma que un juego a para los que años a que max que mi decision de a chloe y que no chloe de la historia pero al una pero nada mas en los mas de la franquicia y lo por mi el no solo este juego me hizo la en esta franquicia y en el sus personajes e en un con en la narrativa que mas el juego de bugs y al este con una que decknine en que y como el termina con un final para una secuela que y de esta que de jugar un juego juego que las decisiones la historia los personajes del juego juego original a chloe que no la historia lo que primer juego `` '' '' '' creo que que el el final un juego de la la misma un juego a chloe y que de la la historia de la este juego en el el juego con un un final,negative
i would refund this game but i 've played hours i want to see how the bad story gets right now is really bad as a lis fan i 'm dissapointed of this game let 's hope the ending is not as stupid as i 've already this game 's mystery is really not a mystery at all btw i would this game game but but i i 've 've played hours i i want want to to see see how how the is really really bad as a a lis i 'm of this this game let 's hope the the ending ending is is not as i i 've this game game 's mystery is is really not a a mystery at all,negative
just finished the last episode a little bit ago and honestly this is some of the worst writing i 've ever seen in a game here are some of my main issues spoilers ahead why did n't max the picture of herself with the when back was turned he was n't looking at her the whole time she could have easily it into her is she stupid there is no up to safi 's mom `` '' '' '' her it just happens out of the blue with no further context given about her about safi 's or the deal why is there another storm it seems like the writers of this game completely misunderstood why the storm was in the first game the first game is all about the effect how small choices can to big changes the storm was n't caused by max 's powers it was caused by chloe being alive there is no reason for the storm to come back other than as a nostalgia bait and a lazy attempt at trying to make things more why did safi even want max to her in the first place i feel like it was not made clear at all and if she wanted to die so badly to prevent whatever she thought was going to happen why did n't she just do it herself so that max would n't get for her death and why did she take a photo that she knew would max and why would they take the from lucas 's if they were trying to prevent max from ever safi are they stupid the choices you make throughout the game have basically no impact and there is one ending linear all of the to lis felt so and once alderman dies it 's that no one him and it seems like it 's going to be kind of a big deal but it 's never brought up again also the fact that max can basically help him seems completely out of character they do n't even to bring this up ever again why is everyone is so horny for max in this game why was the `` '' nightmare '' '' sequence a real event that actually happened in the first game it was made clear that it was just a nightmare in max 's mind but here everyone can see what 's going on it also makes no sense that max and safi just right into the storm max 's new ability to from one reality to another could have been a cool game play mechanic but it 's only ever used twice in cut scenes the cat content is cute is n't worth paying extra money for terrible cash grab from square why did bloom in the of safi 's there 's not even a clue as to why that happened the side characters are bland and i could not care less about most of them giving max the option to offer is extremely out of character and is a lazy option for the final choice safi evil does not make a lot of sense like most of the game it lacks and seems to come out of why is there some third timeline where all the are coming from i 'm sure i could write a lot more but i 'm and ready to be over this game do not recommend playing at all you will be disappointed just finished finished the the last a little and honestly honestly this this is some of of the the worst i 've 've ever ever seen in a some of of my spoilers ahead why did did n't with the was n't at her the whole could have there is is no up to to safi safi 's `` '' '' '' it just out of of the with no about her safi 's why is is there it seems seems like like the the writers of this this game why the the storm was in in the the first first game game the the first first game game is all about about the the storm was n't max 's 's powers powers it it was there is is no no reason reason for for the the storm to come come back other than as a and a trying to to make make things why did max to her in in the the first first place i feel feel like like it it was was not at all all and if she wanted to to die so badly to prevent was going going to to happen why did did n't do it that max max would would n't n't get for her and why why did take a a photo that she max and and why take the if they they were trying to to prevent max from the choices choices you you make throughout the the game game have and there there is all of of the to lis it 's no one him and and it it seems seems like like it it 's going to to be kind of of a a big big deal but it it 's brought up also the the fact fact that that max max can out of of character they do do n't n't even why is everyone is is so for max max in in this this game why was was the the `` `` '' '' nightmare '' '' happened in in the the first first game game it it was that it it was was just just a in max max 's but here can see see what what 's on it it also makes no no sense that max max and and safi into the the storm max 's 's new ability to from one to another could have have been been a but it it 's 's only the cat cat content is n't cash grab why did in the safi 's there 's 's not not even the side side characters characters are bland and i could most of of them max the out of of character character and and is is a for the the final final choice does not make a a lot lot of sense like most of of the the game game it seems to to come out of why is is there timeline where all the i 'm i could a lot more but but i i 'm to be this game game do do not not recommend at all you will will be,negative
i want to appreciate works for what they are rather than them for what they ’ t so when i this game would not be about i still deck nine to deliver an interesting continuation of max caulfield ’ s story however they seemed to disrespect the original game throughout double exposure there were elements of the game i enjoyed max ’ s new power where she can move between these two realities is fun and i found myself confusing the two versions of characters in the story this was by design and quite fun to keep of this power never comes close to the of other life is strange powers even double exposure struggles to find its there are so many different on and they don ’ t into a characters from the first game are still represented by their character while max caulfield is a real being max ’ s diary look and cold when we and the limited number of sets this game has all look like they could in any other game caledon lacks the charm of even from true colors and most of the environments would look in place in a game like ps despite this the earlier chapters were still pretty enjoyable the mystery is interesting and kept me through chapter though i was by how horny every character in this game is it was especially out of character for max but even in the other characters it was just both romance options are so there are no good new romance options it 's in the final two chapters where deck nine the narrative the game hints for most of the game that this seems like a of what the first game for and then the sets in they want to this franchise for every they can this is the first time i have not been excited about the future of this series the majority of the characters in this game don ’ t get space to in meaningful ways exploring max ’ s trauma is the most interesting thing this game does but there are only a of scenes where this is done in ways it felt like deck nine had a murder mystery written and then decided to max ’ s trauma at a few points to justify bringing her character back what me is how this game to upset its core they brought back max caulfield which is fan service but they seem to disrespect the in several ways making this game less to original fans i was even on for this this could ’ ve been a “ the last of us part ” style of off the fans writing a meaningful story even if it makes fans but then in the ending they this read as a clear attempt to profit off of the fans which i was already of given the nature of the edition but if they were just in it for the money why wouldn ’ t they go all the way with fan service why did they even if they knew this upset a number of their fans why make both of the romance options do they want to from the original and start a new one with double exposure i wanted this game to be good more than any game i 've played in years and i ’ ve away things i enjoyed but this is the worst game in the series i hope they can correct course for the future but my hopes are n't high hannah telle was great though i want want to for what what they they are rather than for what what they ’ t when i this game game would would not not be i still deck nine of max max caulfield ’ s s story the original original game double exposure there were elements of of the the game game i i enjoyed max ’ ’ s new power where she she can fun and and i i found found myself the two versions of characters in in the the story this was to keep of this other life life is is strange double exposure to find there are are so so many and they don ’ ’ t into a characters from from the the first first game while max max caulfield caulfield is is a max ’ ’ s when we and the this game game has like they they could in any true colors colors and most of of the in a a game game like the earlier chapters were the mystery mystery is though i i was character in in this this game game is it was out of of character character for for max but even even in in the the other other characters characters it it was was just romance options options are there are are no romance options it 's in the the final two chapters deck nine the narrative narrative the the game most of of the the game game that that this seems like like a of what what the the first first game and then then the they want want to this franchise they can this is is the the first time i i have about the the future of this this series majority of of the the characters characters in in this this game don ’ ’ t max ’ ’ s is the the most this game game does there are only a this is it felt felt like deck nine had a a murder murder mystery and then decided to max ’ ’ s a few to justify her character how this this game they brought back max max caulfield which is fan service but they seem to this game i was for this this could ’ ve ve been been a a “ the last of us off the the fans even if if it it makes then in in the the ending as a off of of the the fans which i i was given the of the but if if they they were were just in it it for for the the money wouldn ’ ’ t all the the way way with fan service why did did they they even even if if they they knew of their both of of the the romance romance options they want want to from the the original a new double exposure i wanted this game game to to be more than game i i 've 've played and i i ’ ’ ve i enjoyed but this this is the worst worst game game in in the the series series i i hope they can for the the future are n't hannah telle was great,negative
nostalgia sacrificed for `` '' good '' '' graphics money many lis who gave up after lis would give this a chance i 've played all of the lis games loved them even loved true colours but this one just was a very big let down zero depth to max 's powers and zero to any characters the best thing about lis has always been the emotional you towards the characters and how much you can with them but this game lacked that even the love interests were pointless the choices felt like they had no actual on the outcome of the game the choices also lacked depth and overall this up feeling like a very `` '' talking simulator do less '' '' gameplay it 's hard to make a game as good as the first when the og developers were off their own game because square enix wanted to their creative choices in of more money i 've personally loved all of the lis games but this one just lacked everything i wanted to feel how i felt when i first played the first game but instead i 'm left with dissapointed and because it was great to see max again play as her this just lacked everything the first game gave you as a player let this game go square enix and give dontnod their game back `` '' '' '' give this this a a chance i 've 've played all of of the the lis lis games true colours but this this one one just just was was a a very let down to max max 's 's powers powers and to any characters the the best the emotional towards the the characters characters and and how how much you can with them but this this game that even even the the love love interests the choices felt like like they they had had no on the of the the game game the the choices depth and feeling like like a a very `` '' '' '' it 's hard to to make make a a game game as as good good as as the the first when the the og their own own game game because square enix wanted to choices in i 've all of of the the lis lis games games but but this this one one just i wanted wanted to i felt when i played the the first first game game but but instead i 'm it was was great to see see max max again play as this just the first first game as a this game square enix,negative
musica y un bueno lo en now con el plan mas y solo de en y eso es todo lo bueno que puedo de este juego una historia horrible con un final que personajes y una de de que en cierto punto se es un juego que que tus sin de tus decisiones el de la historia que solo con un final la de life is strange su y una historia de y personajes con este juego no se si life is strange o una pelicula de los los poderes con que hasta cierto punto de la historia todo en a eso sus pero por lo yo me de este juego no ni de life is strange con el todo lo este juego con un un final es un un juego juego que de la la historia con un un final de life life is is strange este juego life is is strange una pelicula de los los poderes de la la historia este juego life is is strange,negative
i na start by saying i really wanted to love this game i do i think the first three episodes are great they 're enjoyable they 're in the third episode i felt the same amount of tension as the fourth episode of the first game it 's great the are in the work the visuals are amazing unfortunately it 's downhill from here i can not in good recommend this game the writing following the third episode is poorly written rushed and it 's a completely different storyline next to no main questions brought up in the first three episodes are and none of your choices matter in and the ending is out of the ♥♥♥♥♥♥♥ it 's bad the cast and side characters are essentially with side that do n't matter does n't matter there 's no for any of the characters or mentioned in the first three episodes the detective plot just gets forgotten what happened to him is forgotten and what stakes are brought up in the third episode regarding time and is entirely for a weak and ending it 's not happy it 's not sad it 's nothing it does n't matter the entire game does not matter because no one has a full character no character changes or safi has already made up her mind none of your choices with her matter at all the game essentially itself in the final episode and that is the final in the no matter what you do or say to safi the ending is the same no matter what you do or say at any point in the game it does n't matter i chose the bay ending and i fully believe that this is the only way i could have of chloe i 'm not she 's not in the game i 'm glad and that says about the writing the first episodes are a the last two are a i can not tell you how the ending made me when the first three episodes made me emotional it was back to from the first game at no point in this game was i remotely the same amount of emotional depth that the first game reached this is not nostalgia i played the first game this year lol the writing was just so rushed and poorly that all potential points of emotion flat it n't make sense not even in a way in a way i 'm not mad i 'm disappointed which is somehow worse i love the first game and i was hoping that this game could continue to on max and the new people around her and her new powers but it did n't and i can not recommend this game because it genuinely does n't feel like it 's coherent at all also someone needs to how to the audio because what the ♥♥♥♥ why was was the music so i really really wanted wanted to love this this game game i i do i think the first first three three episodes episodes are they 're they 're in the the third third episode i felt felt the the same amount of as the the fourth of the the first first game game it it 's 's great in the it 's here i i can can not not in recommend this this game game the the writing following the the third third episode rushed and and it it 's 's a completely different brought up up in in the the first first three three episodes episodes are none of of your your choices choices matter and the the ending ending is out of of the it 's the cast side characters characters are that do do n't n't matter does n't n't matter there 's 's no any of of the the characters in the the first first three three episodes what happened happened to and what brought up up in in the the third third episode time and for a ending it it 's 's not it 's 's not it 's it does does n't n't matter the entire entire game game does does not no one has a a full no character made up up her none of of your your choices with her at all all the the game in the the final episode and and that that is is the the final in the no matter matter what what you you do to safi the ending ending is is the the same no matter matter what what you you do point in in the the game game it it does does n't n't matter the bay bay ending ending and and i believe that that this this is is the the only only way way i i could could have of chloe chloe i i 'm 'm not she 's 's not not in in the the game game i i 'm 'm glad and that about the the writing writing the the first episodes are are a the last last two are a i can can not tell you the ending made me when the the first first three three episodes made me it was back to from the the first first game game at no point point in in this this game game was the same amount of that the the first first game this is is not i played played the the first first game game this the writing was just just so rushed and that all n't make make sense not even even in in a in a way i i 'm 'm not i 'm which is i love love the the first first game game and and i i was was hoping that this this game game could on max max and and the the new her and and her her new new powers but it it did did n't i can can not not recommend recommend this this game game because because it does n't n't feel feel like like it it 's at all how to what the the ♥♥♥♥ why was was the the music,negative
devs make you buy the ultimate edition to get all achievements due to the cat dlc make you buy the ultimate edition to get due to the cat cat dlc,negative
mi en la para los que arte personajes e historia con el life is strange original se a lo que esta es la protagonista y la no tiene con decision en el juego max a usar sus poderes sin las para a su a un de años a la misma max la en con los a los del juego de la misma el de max no esta ni con a del primero la es la misma que la del super por cierto con arte muy a veces como de y a veces con el que a life is strange el de la protagonista y la y no seria mas que un juego mas de life is strange no una secuela como secuela mi opinion no es no lo es seria un como juego del es una en historia y musica el de los poderes esta muy bien tiene el un y de max en a la de sus un se la historia y final este juego sin en la primer de la le un que as como bugs un mas y un mucho mas lo que me por la historia es que yo a usar a max y con la historia y arte del de eso el juego es muy muy bueno lo de con el life is is strange protagonista y no tiene en el el juego a usar sus poderes a la la misma del juego de la la misma de max la misma que la a veces a veces con el a life life is is strange de la protagonista y y no un juego mas de de life life is is strange es una de los los poderes de max a la la historia historia y este juego de la que me la historia a usar con la la historia historia y eso el el juego juego es,negative
seria si con life is strange en general muy que me y que sus dialogos cringe me puedo que el juego me pero la de los en el el peor es verdad que hay y personajes pero la verdad es que me eso el es a veces los dialogos se como si de una a veces la musica es y que no se bien los dialogos muy no hay de tus decisiones que nada es muy el de cringe es creo que el peor en los life is strange en que max tiene años y se como si que la max del primer juego es una mas que la max de este juego yo que se fan y no nada que a que este en el juego no mas life is is strange que me y que que el el juego de los que me eso el a veces a veces que no creo que que el life is is strange que max que la primer juego juego es es una que la este juego y no el juego,negative
the original life is strange a beautiful deeply moving work of art and double exposure is the that could n't all over it with a the original original life life is is strange double exposure exposure is is the could n't all over over it with a,negative
el juego o que el juego eso el juego tiene historia como todo lis pero de los life is strange le un de no god el juego que el el juego eso el el juego de los life is is strange,negative
that great performances pretty graphics and a soundtrack ca n't carry or save a game from its writing it 's not just bad writing it 's and and ultimately disrespectful to the original game where the between max 's are at best and at worst if there was anything about max 's story i did not find it because there was nothing said or about max 's from her previous beyond what felt like a very shallow `` '' get over it and move on with your life '' '' i love hannah telle returning as max it 's just how much of a disservice double exposure feels like to hannah as a max as a beloved character and even dontnod and their own game that started everything in the first place you do n't feel any weight or consequences to the choices you make in this game to the point where the ending the choices you made simply taking the easily moments to in levels this was just a into your player character 's mind in every other game but here it 's a gameplay treated like a choice that will impact your game in any way when it absolutely does n't it 's a baffling small decision that really gets to the heart of the issue the people behind this game have really misunderstood what makes life is strange with fans to what i said in the first spoilers btw there is a strong that one of the original endings is as the obvious good choice while the other gets looked down on as double exposure asks `` '' well what did you expect '' '' de how both endings of the original are about the consequences of your actions and how you choose to it lis did n't end feeling like you were choosing between right and wrong but de not only it like you were with the writing following being given more respect and than but even ends itself with a choice between the obviously right path that max would choose given what she 's been through and the obviously wrong path that after everything feels so out of character for max especially within the narrative of this very game as of my finishing the game it 's some kind of that the majority of players at the time chose what feels presented as the wrong `` '' evil '' '' path none of the games so far in the series have felt like choosing between good and evil with double exposure and its for future games i 'm that a new will start where we wo n't get what made life is strange such a series and it 's all down to a big of why people loved the original series so much if you 're a fan of previous in life is strange or even just the first game double exposure the mark and after the first couple of chapters which might explain why those first two chapters were made available early to up the game before the full release characters and their moments in the story feel and underwhelming and caledon somehow feels so with how much it the same levels and areas over and over which did n't feel like a problem in lis or true colors thanks to changes in time of day and environment the murder mystery their marketing on only the first two chapters and from there it on the supernatural to get away with weak storytelling and an ending that feels so for lack of a better way to put it this is the first game in this franchise where i have completely my purchase it 's just a massive disappointment if you have any about double exposure wait until it gets a big price in a sale this has made me more to put my in what the new developers tease and whether to buy future games in the series ps the cat content is too minimal to justify the to the price it feels like it was meant to be in the game as you ca n't achievements without it so if you want some minutes of max being a cat person wait for the dlc to go on sale too graphics and and a ca n't a game game from writing it it 's 's not writing it it 's and ultimately disrespectful to to the the original original game where the max 's at best if there there was max 's 's story story i i did did not there was about max max 's from her felt like like a a very `` '' over it it and move on with your '' '' '' i i love love hannah hannah telle as max it 's 's just how much of a a disservice double exposure feels like like to as a as a character and and even and their their own own game game that everything in in the the first first place you do do n't n't feel to the the choices choices you you make in this this game game to to the the point point where where the the ending the choices choices you this was was just just a in every game but but here here it it 's 's a like a a choice that will game in in any any way when it does n't it 's 's a to the of the the people this game game have life is is strange what i in the the first there is is a a strong one of of the the original as the the other on as double exposure `` '' did you '' '' both endings endings of of the the original of your and how you choose did n't feeling like like you you were not only like you you were with the the writing but even with a a choice between the that max max would she 's and the feels so so out out of of character character for for max the narrative of this game as of my the game game it it 's 's some some kind kind of that the majority of at the the time as the `` '' '' '' none of of the the games so far in the the series felt like double exposure and its games i i 'm that a a new wo n't n't get life is is strange such a it 's to a a big loved the the original so much if you you 're a fan fan of in life life is is strange just the the first first game double exposure after the the first couple of first two two chapters chapters were up the the game before the the full full release characters and and their in the the story feels so with how how much the same over and and over did n't n't feel feel like like a in lis true colors thanks to murder mystery the first first two two chapters chapters and on the to get and an an ending ending that that feels feels so lack of of a way to to put this is is the the first first game game in in this this franchise where i i have it 's 's just just a a massive if you you have have any double exposure until it a big in a a sale this has made me to put what the the new in the the series the cat cat content to justify to the the price it feels feels like like it it was was meant meant to to be be in in the the game as you you ca ca n't it so so if if you you want minutes of of max being a a cat wait for for the the dlc to go on sale,negative
un que el primer life is strange con max no esta que tiene este que mal que esto hasta hay que este es un juego que se de a con una que el life is is strange es un un juego juego que,negative
if you plan on following up on the bae ending to life is strange be ready to be extremely disappointed this game completely chloe price as a character and her relationship with max after the events of the first game going as far to and references to them in the games that followed following up on the bay ending actually had a lot of moments and references to chloe that had me feeling pretty emotional it 's just a the other ending that half the community chose was not treated with the same care and has no such moments taking so much weight and meaning out of that choice i made years ago i still plan on playing but with the this game should have a new and original protagonist instead of the of max and chloe if you up on on the the bae bae ending to life life is is strange to be this game chloe price as a a character character and and her relationship with with max after the of the the first first game references to to them them in in the the games up on on the the bay bay ending had a a lot lot of references to to chloe me feeling it 's 's just just a the other ending that was not with the the same and has has no so much out of of that i made i still but with with the this game should have a new instead of of max max and and chloe,negative
a la historia original de max por dontnod para que en esta narrativa de d el de las decisiones por el juego como y de solo un de dialogos en los personajes de es con el final me muy y no me una que que la historia hasta la mitad y una se de la otra mitad el que en los poderes es en los poderes de los personajes a lo principal es otra que al protagonista y este sus poderes para en de los poderes a el y lo principal de la narrativa a de lo el juego es y el de max me mucho pero con reviews en el sentido de que max esta de mas como protagonista la mitad de los se si el protagonista un de forma le el respeto a la historia y el final de la de life is strange a max como punto de marketing y de del juego fue un en mi opinion d de al fandom pero el fue a la la historia de max las decisiones el juego los personajes el final y no no me la historia la mitad los poderes los poderes de los los personajes protagonista y sus poderes de los los poderes de la de lo el juego juego es de max en el que max la mitad de los a la la historia historia y el final de la de life life is is strange del juego,negative
la verdad que es una y no me jugar mas de lucas para y no me los poderes me a jugar es una y no no me mas de y no no me los poderes,negative
i love the lis series like many i was a fan of the first and have followed it since then i was excited to see the return of max and after the of true colors i this game would be a sadly it 's a disappointment the good looks great performances and voice acting are max like max maybe i 'm in the but the twist was the bad the story the writing the mystery that 's by episode the but use of max 's powers the game heavy of and rushed i hope this is n't the last lis but it will probably be the last we see of young max for something that should have been a of the series it instead the and leaves me about the 's future i love love the the lis lis series i was was a a fan fan of of the the first i was was excited excited to to see see the the return of max max and after the true colors this game game would would be be a it 's 's a a disappointment voice acting i 'm in the but the the twist the story the writing writing the the mystery mystery that that 's of max max 's 's powers the game i hope hope this this is is n't the last but it it will be the the last we see max for for something something that should have have been been a of the the series about the,negative
